hyphothesis,label,premise
124,전화번호는 ☎15667227이지만 전용 ARS를 통해 신청하실 수 없습니다.,contradiction,"또한, 전용 ARS를 통해 신청하실 수도 있으며, 전화번호는 ☎15667227입니다."
125,카드 사정에 따라 이용한도가 상향되지 않을 수도 있으니 이해해주세요.,entailment,"다만, 카드 사정에 따라 이용한도가 상향되지 않을 수도 있으니 양해 부탁드립니다."
126,카드 사정에 따라 이용한도가 상향되지 않을 수도 있으니 불편을 드려 죄송합니다.,neutral,"다만, 카드 사정에 따라 이용한도가 상향되지 않을 수도 있으니 양해 부탁드립니다."
127,카드 사정에 따라 이용한도가 상향되지 않을 수도 있으니 이해하지 못하실 수도 있습니다.,contradiction,"다만, 카드 사정에 따라 이용한도가 상향되지 않을 수도 있으니 양해 부탁드립니다."
128,고객님의 신용도나 월 가처분소득 변경에 따라 이용한도가 조정될 수 있습니다.,entailment,"또한, 고객님의 신용도나 월 가처분소득 변경 등의 사유에 따라 이용한도가 다시 조정될 수 있으니 이 점 참고해 주시기 바랍니다."
129,고객님의 신용도나 월 가처분소득 변경에 따라 이용한도가 그대로 유지될 수 있습니다.,neutral,"또한, 고객님의 신용도나 월 가처분소득 변경 등의 사유에 따라 이용한도가 다시 조정될 수 있으니 이 점 참고해 주시기 바랍니다."
130,고객님의 신용도나 월 가처분소득 변경에 따라 이용한도가 증가될 수 있습니다.,contradiction,"또한, 고객님의 신용도나 월 가처분소득 변경 등의 사유에 따라 이용한도가 다시 조정될 수 있으니 이 점 참고해 주시기 바랍니다."
131,고객센터에 문의하시면 기타 문의사항에 대해 안내해 드립니다.,entailment,기타 문의사항이 있으시면 고객센터(☎15447000)로 문의해 주세요.
132,고객센터에 문의하시면 상품 구매에 대한 안내를 받을 수 있습니다.,neutral,기타 문의사항이 있으시면 고객센터(☎15447000)로 문의해 주세요.
133,고객센터에 문의하시면 기타 문의사항에 대해 도움을 받을 수 없습니다.,contradiction,기타 문의사항이 있으시면 고객센터(☎15447000)로 문의해 주세요.
134,증권에서는 비대면계좌 수수료 혜택을 신청하면 해외주식 위탁수수료 혜택을 받을 수 있다고 안내하고 있습니다.,entailment,증권에서는 비대면계좌 수수료 혜택을 신청하면 온라인 국내주식 위탁수수료 혜택을 받을 수 있다고 안내하고 있습니다.
135,증권에서는 비대면계좌 수수료 혜택을 신청하면 예금 이자율 혜택을 받을 수 있다고 안내하고 있습니다.,neutral,증권에서는 비대면계좌 수수료 혜택을 신청하면 온라인 국내주식 위탁수수료 혜택을 받을 수 있다고 안내하고 있습니다.
136,증권에서는 비대면계좌 수수료 혜택을 신청하면 온라인 국내주식 위탁수수료 혜택을 받을 수 없다고 안내하고 있습니다.,contradiction,증권에서는 비대면계좌 수수료 혜택을 신청하면 온라인 국내주식 위탁수수료 혜택을 받을 수 있다고 안내하고 있습니다.
137,M-able 앱을 통해 평생수수료 혜택을 신청할 수 있습니다.,entailment,"평생수수료 혜택 대상 계좌번호와 신청 가능 기간도 안내되어 있으며, 신청은 M-able 앱 또는 M-able mini 앱을 통해 가능하다고 합니다."
138,M-able 앱을 통해 대출 신청을 할 수 있습니다.,neutral,"평생수수료 혜택 대상 계좌번호와 신청 가능 기간도 안내되어 있으며, 신청은 M-able 앱 또는 M-able mini 앱을 통해 가능하다고 합니다."
139,M-able 앱을 통해 평생수수료 혜택을 신청할 수 없습니다.,contradiction,"평생수수료 혜택 대상 계좌번호와 신청 가능 기간도 안내되어 있으며, 신청은 M-able 앱 또는 M-able mini 앱을 통해 가능하다고 합니다."
140,주식 거래 시에는 수수료 혜택이 적용되지 않습니다.,contradiction,"수수료 혜택은 주식(코스피, 코스닥, 코넥스) 기준으로 0.0044792%가 부과되며, HTS(H-able, ACE), 홈페이지, MTS(M-able, M-able mini) 거래 시에만 적용된다고 합니다."
141,"주식 거래 시에는 수수료 혜택이 적용되지만, 코스피, 코스닥, 코넥스에만 해당됩니다.",entailment,"수수료 혜택은 주식(코스피, 코스닥, 코넥스) 기준으로 0.0044792%가 부과되며, HTS(H-able, ACE), 홈페이지, MTS(M-able, M-able mini) 거래 시에만 적용된다고 합니다."
142,"주식 거래 시에는 수수료 혜택이 적용되며, 코스피, 코스닥, 코넥스 외에도 다른 종목에도 해당됩니다.",neutral,"수수료 혜택은 주식(코스피, 코스닥, 코넥스) 기준으로 0.0044792%가 부과되며, HTS(H-able, ACE), 홈페이지, MTS(M-able, M-able mini) 거래 시에만 적용된다고 합니다."
143,"일부 계좌는 수수료 혜택이 적용되지 않을 수 있지만, 해지수수료는 부과되지 않습니다.",entailment,"또한, 일부 계좌는 수수료 혜택이 적용되지 않을 수 있으며, 해지수수료는 0.2%가 부과된다고 안내되어 있습니다."
144,"일부 계좌는 수수료 혜택이 적용되지 않을 수 있고, 해지수수료도 부과됩니다.",neutral,"또한, 일부 계좌는 수수료 혜택이 적용되지 않을 수 있으며, 해지수수료는 0.2%가 부과된다고 안내되어 있습니다."
145,"일부 계좌는 수수료 혜택이 적용되지 않을 수 있지만, 해지수수료는 0.2%보다 높게 부과됩니다.",contradiction,"또한, 일부 계좌는 수수료 혜택이 적용되지 않을 수 있으며, 해지수수료는 0.2%가 부과된다고 안내되어 있습니다."
146,전일자 기준 수수료혜택 미신청 고객에게는 안내 문자가 발송되지 않습니다.,contradiction,"마지막으로, 해당 안내는 전일자 기준 수수료혜택 미신청 고객 대상으로 발송되었으며, 신청 완료 고객도 문자 발송이 될 수 있다고 합니다."
147,신청 완료한 고객에게는 문자 발송이 되지 않을 수도 있습니다.,neutral,"마지막으로, 해당 안내는 전일자 기준 수수료혜택 미신청 고객 대상으로 발송되었으며, 신청 완료 고객도 문자 발송이 될 수 있다고 합니다."
148,전일자 기준 수수료혜택 미신청 고객에게는 문자 발송이 될 수 있습니다.,entailment,"마지막으로, 해당 안내는 전일자 기준 수수료혜택 미신청 고객 대상으로 발송되었으며, 신청 완료 고객도 문자 발송이 될 수 있다고 합니다."
149,[Company]은 [Service]를 이용하는 회원들에게 추가 혜택을 제공합니다.,entailment,[Company]은 [Service]를 이용하는 회원들에게 특별한 혜택을 제공합니다.
150,[Company]은 [Service]를 이용하지 않는 회원들에게 특별한 혜택을 제공합니다.,neutral,[Company]은 [Service]를 이용하는 회원들에게 특별한 혜택을 제공합니다.
151,[Company]은 [Service]를 이용하는 회원들에게 특별한 혜택을 제공하지 않습니다.,contradiction,[Company]은 [Service]를 이용하는 회원들에게 특별한 혜택을 제공합니다.
152,자산을 연동하고 프로모션코드 '내자산연동'을 입력하면 [Company]포인트 1만원을 즉시 받을 수 있습니다.,entailment,자산을 연동하고 프로모션코드 '내자산연동'을 입력하면 [Company]포인트 5천원을 즉시 받을 수 있습니다.
153,자산을 연동하지 않고 프로모션코드 '내자산연동'을 입력하면 [Company]포인트 5천원을 즉시 받을 수 있습니다.,neutral,자산을 연동하고 프로모션코드 '내자산연동'을 입력하면 [Company]포인트 5천원을 즉시 받을 수 있습니다.
154,자산을 연동하고 프로모션코드 '내자산연동'을 입력하면 [Company]포인트 1만원을 즉시 받을 수 없습니다.,contradiction,자산을 연동하고 프로모션코드 '내자산연동'을 입력하면 [Company]포인트 5천원을 즉시 받을 수 있습니다.
155,쿠폰함에 '혜택2' 쿠폰교환코드를 등록하면 [Company]포인트를 받을 수 있습니다.,entailment,"또한, 쿠폰함의 '혜택2' 쿠폰교환코드를 이벤트 페이지에 등록하면 [Company]포인트 1만 5천원, 1만원, 5천원, 1천원 중 한 가지를 추첨을 통해 받을 수 있습니다."
156,쿠폰함에 '혜택1' 쿠폰교환코드를 등록하면 [Company]포인트를 받을 수 있습니다.,neutral,"또한, 쿠폰함의 '혜택2' 쿠폰교환코드를 이벤트 페이지에 등록하면 [Company]포인트 1만 5천원, 1만원, 5천원, 1천원 중 한 가지를 추첨을 통해 받을 수 있습니다."
157,쿠폰함에 '혜택2' 쿠폰교환코드를 등록하면 [Company]포인트를 받을 수 없습니다.,contradiction,"또한, 쿠폰함의 '혜택2' 쿠폰교환코드를 이벤트 페이지에 등록하면 [Company]포인트 1만 5천원, 1만원, 5천원, 1천원 중 한 가지를 추첨을 통해 받을 수 있습니다."
158,2023년 7월 10일부터 7월 19일까지 이벤트가 진행됩니다.,entailment,"이벤트 기간은 2023년 7월 10일부터 7월 19일까지이며, 본 메시지를 수신한 [Service] 회원들을 대상으로 합니다."
159,2023년 7월 20일부터 7월 30일까지 이벤트가 진행됩니다.,neutral,"이벤트 기간은 2023년 7월 10일부터 7월 19일까지이며, 본 메시지를 수신한 [Service] 회원들을 대상으로 합니다."
160,2023년 7월 10일부터 7월 19일까지 이벤트는 취소되었습니다.,contradiction,"이벤트 기간은 2023년 7월 10일부터 7월 19일까지이며, 본 메시지를 수신한 [Service] 회원들을 대상으로 합니다."
161,해당 이벤트에 참여하려면 사전에 신청을 해야 합니다.,entailment,[URL]
162,해당 이벤트에 참여하려면 사전에 신청하지 않아도 됩니다.,neutral,[URL]
163,해당 이벤트에 참여하려면 사전에 신청을 하면 안됩니다.,contradiction,[URL]
164,은행은 2022년 5월 27일부터 5월 31일까지 모바일뱅킹 로그인 시 자동으로 참여할 수 있는 이벤트를 진행합니다.,entailment,은행은 2022년 5월 27일부터 5월 31일까지 모바일뱅킹 로그인 시 자동으로 참여할 수 있는 깜짝 이벤트를 진행합니다.
165,은행은 2022년 5월 27일부터 5월 31일까지 모바일뱅킹 로그인 시 자동으로 참여할 수 없는 이벤트를 진행합니다.,neutral,은행은 2022년 5월 27일부터 5월 31일까지 모바일뱅킹 로그인 시 자동으로 참여할 수 있는 깜짝 이벤트를 진행합니다.
166,은행은 2022년 5월 27일부터 5월 31일까지 모바일뱅킹 로그인 시 자동으로 참여할 수 있는 이벤트를 진행하지 않습니다.,contradiction,은행은 2022년 5월 27일부터 5월 31일까지 모바일뱅킹 로그인 시 자동으로 참여할 수 있는 깜짝 이벤트를 진행합니다.
167,이벤트에 참여하신 분들 중 400명을 선정하여 스타벅스 아메리카노 기프티콘을 드립니다.,entailment,이벤트에 참여하신 고객 중 400명을 추첨하여 베스킨 라빈스 쿼터 아이스크림 모바일 쿠폰을 드립니다.
168,이벤트에 참여하신 분들 중 400명을 추첨하여 맥도날드 콤보세트를 드립니다.,neutral,이벤트에 참여하신 고객 중 400명을 추첨하여 베스킨 라빈스 쿼터 아이스크림 모바일 쿠폰을 드립니다.
169,이벤트에 참여하신 분들 중 400명을 추첨하여 베스킨 라빈스 아이스크림을 드립니다.,contradiction,이벤트에 참여하신 고객 중 400명을 추첨하여 베스킨 라빈스 쿼터 아이스크림 모바일 쿠폰을 드립니다.
170,"경품은 2022년 6월 7일에 지급될 예정이며, 이벤트에 대한 안내는 없으니 당첨자에 한해 은행에 등록된 이메일로 모바일 쿠폰이 발송될 예정입니다.",entailment,"경품은 2022년 6월 7일에 지급될 예정이며, 이벤트에 대한 안내는 없으니 당첨자에 한해 은행에 등록된 휴대폰 번호로 모바일 쿠폰이 발송될 예정입니다."
171,"경품은 2022년 6월 7일에 지급될 예정이며, 이벤트에 대한 안내는 있으니 당첨자에 한해 은행에 등록된 휴대폰 번호로 모바일 쿠폰이 발송될 예정입니다.",neutral,"경품은 2022년 6월 7일에 지급될 예정이며, 이벤트에 대한 안내는 없으니 당첨자에 한해 은행에 등록된 휴대폰 번호로 모바일 쿠폰이 발송될 예정입니다."
172,"경품은 2022년 6월 7일에 지급될 예정이며, 이벤트에 대한 안내는 없으니 당첨자에 한해 은행에 등록된 휴대폰 번호로 모바일 쿠폰이 발송되지 않을 예정입니다.",contradiction,"경품은 2022년 6월 7일에 지급될 예정이며, 이벤트에 대한 안내는 없으니 당첨자에 한해 은행에 등록된 휴대폰 번호로 모바일 쿠폰이 발송될 예정입니다."
173,이벤트에 대한 자세한 문의는 은행 고객센터로 문의하셔야 합니다.,entailment,이벤트에 대한 자세한 문의는 은행 고객센터로 연락해주시기 바랍니다.
